Unnamed: 0.1,Unnamed: 0,datetime,city,state,country,shape,duration (seconds),year,month,day,hour,min,sec
1847,50563.0,2013-06-20 22:00:00,patchogue,ny,us,light,30.0,2013,06,20,22,22,30.0
1861,50769.0,2013-06-21 22:38:00,salamanca,ny,us,sphere,240.0,2013,06,21,22,22,240.0
1877,51133.0,2013-06-22 21:33:00,new york city (brooklyn),ny,us,other,60.0,2013,06,22,21,21,60.0
1878,51135.0,2013-06-22 22:00:00,albany,ny,us,fireball,600.0,2013,06,22,22,22,600.0
1879,51152.0,2013-06-22 22:35:00,barker,ny,us,fireball,10.0,2013,06,22,22,22,10.0
1909,51844.0,2013-06-25 22:00:00,bellport,ny,us,circle,60.0,2013,06,25,22,22,60.0
1910,51849.0,2013-06-25 23:20:00,ogdensburg,ny,us,light,900.0,2013,06,25,23,23,900.0
1933,52571.0,2013-06-29 21:40:00,baldwinsville,ny,us,sphere,180.0,2013,06,29,21,21,180.0
1932,52570.0,2013-06-29 21:40:00,baldwinsville,ny,us,circle,180.0,2013,06,29,21,21,180.0
2094,55647.0,2013-07-01 23:40:00,new york city (bronx&#44 riverdale),ny,us,light,720.0,2013,07,01,23,23,720.0
2402,62646.0,2013-07-04 21:30:00,long lake,ny,us,circle,600.0,2013,07,04,21,21,600.0
2403,62656.0,2013-07-04 21:40:00,cheektowaga,ny,us,fireball,180.0,2013,07,04,21,21,180.0
2404,62661.0,2013-07-04 21:45:00,cohoes,ny,us,fireball,120.0,2013,07,04,21,21,120.0
2407,62692.0,2013-07-04 22:00:00,syosset,ny,us,oval,15.0,2013,07,04,22,22,15.0
2405,62674.0,2013-07-04 22:00:00,buffalo,ny,us,fireball,3600.0,2013,07,04,22,22,3600.0
2406,62676.0,2013-07-04 22:00:00,copiague,ny,us,light,10.0,2013,07,04,22,22,10.0
2408,62709.0,2013-07-04 22:30:00,buffalo,ny,us,disk,120.0,2013,07,04,22,22,120.0
2409,62716.0,2013-07-04 22:30:00,massapequa,ny,us,circle,30.0,2013,07,04,22,22,30.0
2410,62718.0,2013-07-04 22:30:00,mount sinai,ny,us,circle,120.0,2013,07,04,22,22,120.0
2411,62731.0,2013-07-04 22:40:00,levittown,ny,us,sphere,1800.0,2013,07,04,22,22,1800.0
2412,62749.0,2013-07-04 23:15:00,valley stream,ny,us,oval,20.0,2013,07,04,23,23,20.0
2413,62759.0,2013-07-05 00:00:00,new york city,ny,us,disk,60.0,2013,07,05,0,0,60.0
2424,63051.0,2013-07-05 22:40:00,franklin square,ny,us,circle,60.0,2013,07,05,22,22,60.0
2432,63305.0,2013-07-06 22:00:00,new york city (brooklyn),ny,us,fireball,40.0,2013,07,06,22,22,40.0
2433,63316.0,2013-07-06 22:25:00,new york city (brooklyn),ny,us,light,180.0,2013,07,06,22,22,180.0
2434,63318.0,2013-07-06 22:30:00,canajoharie,ny,us,circle,300.0,2013,07,06,22,22,300.0
2441,63671.0,2013-07-07 20:59:00,lindenhurst,ny,us,circle,120.0,2013,07,07,20,20,120.0
2049,54886.0,2013-07-10 22:35:00,minoa,ny,us,unknown,600.0,2013,07,10,22,22,600.0
2105,55871.0,2013-07-12 11:30:00,fairport,ny,us,circle,60.0,2013,07,12,11,11,60.0
2106,55876.0,2013-07-12 21:00:00,ithaca,ny,us,fireball,600.0,2013,07,12,21,21,600.0
2122,56142.0,2013-07-13 20:30:00,sodus center,ny,us,light,60.0,2013,07,13,20,20,60.0
2123,56145.0,2013-07-13 21:00:00,coram,ny,us,cone,300.0,2013,07,13,21,21,300.0
2138,56432.0,2013-07-14 23:00:00,endicott,ny,us,other,2100.0,2013,07,14,23,23,2100.0
2173,57475.0,2013-07-16 22:05:00,slate hill,ny,us,flash,120.0,2013,07,16,22,22,120.0
2174,57476.0,2013-07-16 22:30:00,new york city (bronx),ny,us,light,3600.0,2013,07,16,22,22,3600.0
2190,57964.0,2013-07-18 21:30:00,buffalo,ny,us,unknown,30.0,2013,07,18,21,21,30.0
2191,57970.0,2013-07-18 22:30:00,willet,ny,us,fireball,240.0,2013,07,18,22,22,240.0
2202,58160.0,2013-07-19 23:00:00,staten island,ny,,other,300.0,2013,07,19,23,23,300.0
2221,58485.0,2013-07-20 21:40:00,dunkirk,ny,us,fireball,20.0,2013,07,20,21,21,20.0
2222,58486.0,2013-07-20 21:49:00,lockport,ny,us,circle,96.0,2013,07,20,21,21,96.0
2239,58719.0,2013-07-21 20:45:00,amityville,ny,us,formation,1200.0,2013,07,21,20,20,1200.0
2285,59818.0,2013-07-25 06:00:00,fredonia,ny,us,light,5.0,2013,07,25,6,6,5.0
2286,59826.0,2013-07-25 21:15:00,syracuse,ny,us,circle,1800.0,2013,07,25,21,21,1800.0
2287,59827.0,2013-07-25 21:20:00,east aurora,ny,us,oval,300.0,2013,07,25,21,21,300.0
2299,60013.0,2013-07-26 00:00:00,south kortright,ny,us,circle,1800.0,2013,07,26,0,0,1800.0
2300,60031.0,2013-07-26 22:30:00,corfu,ny,us,fireball,120.0,2013,07,26,22,22,120.0
2301,60034.0,2013-07-26 23:00:00,bridgeport,ny,us,light,240.0,2013,07,26,23,23,240.0
2302,60037.0,2013-07-26 23:30:00,middlesex,ny,us,,1200.0,2013,07,26,23,23,1200.0
2318,60270.0,2013-07-27 21:30:00,middle village,ny,us,circle,3600.0,2013,07,27,21,21,3600.0
2319,60271.0,2013-07-27 21:50:00,sag harbor,ny,us,fireball,240.0,2013,07,27,21,21,240.0
2335,60695.0,2013-07-29 01:00:00,buffalo,ny,us,,10.0,2013,07,29,1,1,10.0
2336,60707.0,2013-07-29 20:45:00,gallatin/red hook,ny,,light,20.0,2013,07,29,20,20,20.0
2337,60717.0,2013-07-29 21:50:00,new york city (bronx),ny,us,triangle,15.0,2013,07,29,21,21,15.0
2349,60956.0,2013-07-30 21:15:00,east moriches,ny,us,light,420.0,2013,07,30,21,21,420.0
2357,61191.0,2013-07-31 21:30:00,huntington station,ny,us,fireball,30.0,2013,07,31,21,21,30.0
2358,61192.0,2013-07-31 21:55:00,buffalo,ny,us,fireball,900.0,2013,07,31,21,21,900.0
2662,68706.0,2013-08-02 21:00:00,liverpool,ny,us,sphere,3600.0,2013,08,02,21,21,3600.0
2811,71255.0,2013-08-03 04:00:00,suffolk,ny,,unknown,2.0,2013,08,03,4,4,2.0
2812,71256.0,2013-08-03 04:05:00,deer park,ny,us,light,5.0,2013,08,03,4,4,5.0
2813,71263.0,2013-08-03 21:15:00,voorheesville,ny,us,circle,30.0,2013,08,03,21,21,30.0
2814,71269.0,2013-08-03 21:30:00,new york city (bronx),ny,us,fireball,120.0,2013,08,03,21,21,120.0
2824,71501.0,2013-08-04 00:10:00,riverhead,ny,us,fireball,480.0,2013,08,04,0,0,480.0
2825,71516.0,2013-08-04 21:05:00,lake george,ny,us,circle,240.0,2013,08,04,21,21,240.0
2826,71517.0,2013-08-04 21:07:00,lake george village,ny,,sphere,180.0,2013,08,04,21,21,180.0
2839,71982.0,2013-08-06 21:00:00,hartford,ny,us,light,600.0,2013,08,06,21,21,600.0
2475,64436.0,2013-08-10 22:00:00,brewster,ny,us,oval,120.0,2013,08,10,22,22,120.0
2515,65575.0,2013-08-12 05:00:00,utica,ny,us,changing,7200.0,2013,08,12,5,5,7200.0
2516,65589.0,2013-08-12 21:30:00,massena,ny,us,triangle,2.0,2013,08,12,21,21,2.0
2534,65864.0,2013-08-13 22:40:00,batavia,ny,us,light,900.0,2013,08,13,22,22,900.0
2578,66853.0,2013-08-15 17:00:00,watervliet,ny,us,circle,1200.0,2013,08,15,17,17,1200.0
2589,67093.0,2013-08-16 22:00:00,syracuse,ny,us,other,300.0,2013,08,16,22,22,300.0
2593,67335.0,2013-08-17 21:00:00,sag harbor,ny,us,circle,1800.0,2013,08,17,21,21,1800.0
2606,67608.0,2013-08-18 21:15:00,lake george (just north of),ny,us,light,30.0,2013,08,18,21,21,30.0
2638,68213.0,2013-08-20 05:30:00,pine bush,ny,us,other,5.0,2013,08,20,5,5,5.0
2651,68494.0,2013-08-21 21:40:00,new york,ny,us,rectangle,40.0,2013,08,21,21,21,40.0
2650,68493.0,2013-08-21 21:40:00,new york city (brooklyn),ny,us,light,15.0,2013,08,21,21,21,15.0
2652,68495.0,2013-08-21 21:50:00,rhinebeck,ny,us,fireball,1080.0,2013,08,21,21,21,1080.0
2653,68499.0,2013-08-21 22:30:00,new york city (brooklyn),ny,us,sphere,300.0,2013,08,21,22,22,300.0
2672,68932.0,2013-08-22 03:00:00,slingerlands,ny,us,unknown,180.0,2013,08,22,3,3,180.0
2694,69380.0,2013-08-24 20:00:00,elmira,ny,us,sphere,180.0,2013,08,24,20,20,180.0
2693,69379.0,2013-08-24 20:00:00,bemus point,ny,us,circle,3600.0,2013,08,24,20,20,3600.0
2696,69397.0,2013-08-24 21:00:00,new york city (bronx),ny,us,other,180.0,2013,08,24,21,21,180.0
2695,69396.0,2013-08-24 21:00:00,new york city (bronx),ny,us,circle,1200.0,2013,08,24,21,21,1200.0
2697,69401.0,2013-08-24 21:15:00,guilderland,ny,us,sphere,180.0,2013,08,24,21,21,180.0
2717,69679.0,2013-08-25 00:01:00,lockport,ny,us,fireball,180.0,2013,08,25,0,0,180.0
2718,69689.0,2013-08-25 19:50:00,syracuse,ny,us,changing,120.0,2013,08,25,19,19,120.0
2739,70118.0,2013-08-27 20:50:00,new york city (queens; fresh meadows),ny,us,fireball,1200.0,2013,08,27,20,20,1200.0
2757,70350.0,2013-08-28 22:30:00,auburn,ny,us,formation,180.0,2013,08,28,22,22,180.0
2781,70769.0,2013-08-30 20:30:00,east aurora,ny,us,formation,300.0,2013,08,30,20,20,300.0
2803,71020.0,2013-08-31 20:20:00,lake grove,ny,us,fireball,30.0,2013,08,31,20,20,30.0
2804,71029.0,2013-08-31 21:00:00,smithtown,ny,us,triangle,300.0,2013,08,31,21,21,300.0
2805,71042.0,2013-08-31 22:14:00,kingston,ny,us,other,300.0,2013,08,31,22,22,300.0
2806,71044.0,2013-08-31 22:20:00,phoenix,ny,us,circle,240.0,2013,08,31,22,22,240.0
3150,79045.0,2013-09-03 22:44:00,chittenango,ny,us,circle,120.0,2013,09,03,22,22,120.0
3160,79244.0,2013-09-04 00:24:00,coram,ny,us,flash,240.0,2013,09,04,0,0,240.0
3170,79473.0,2013-09-05 22:20:00,boston,ny,us,oval,2.0,2013,09,05,22,22,2.0
3171,79478.0,2013-09-05 23:45:00,fairport,ny,us,oval,1200.0,2013,09,05,23,23,1200.0
2956,74246.0,2013-09-13 05:30:00,kingston,ny,us,oval,1200.0,2013,09,13,5,5,1200.0
2968,74485.0,2013-09-14 20:00:00,syracuse,ny,us,circle,600.0,2013,09,14,20,20,600.0
2967,74480.0,2013-09-14 20:00:00,blossvale,ny,us,fireball,180.0,2013,09,14,20,20,180.0
2969,74509.0,2013-09-14 23:00:00,ashville,ny,us,cone,900.0,2013,09,14,23,23,900.0
2992,75026.0,2013-09-15 20:00:00,deer park,ny,us,light,300.0,2013,09,15,20,20,300.0
3016,75651.0,2013-09-18 12:00:00,melville,ny,us,cylinder,120.0,2013,09,18,12,12,120.0
3038,75981.0,2013-09-19 20:05:00,northville,ny,us,fireball,600.0,2013,09,19,20,20,600.0
3039,75986.0,2013-09-19 21:05:00,horseheads/elmira,ny,,triangle,900.0,2013,09,19,21,21,900.0
3075,77089.0,2013-09-22 23:45:00,east islip,ny,us,light,25.0,2013,09,22,23,23,25.0
3091,77483.0,2013-09-24 05:30:00,east syracuse,ny,us,disk,300.0,2013,09,24,5,5,300.0
3096,77724.0,2013-09-25 19:30:00,lafayette,ny,us,light,300.0,2013,09,25,19,19,300.0
3113,78098.0,2013-09-27 00:25:00,albany/ colonie,ny,,fireball,2.0,2013,09,27,0,0,2.0
3118,78328.0,2013-09-28 20:00:00,binghamton,ny,us,light,600.0,2013,09,28,20,20,600.0
3119,78331.0,2013-09-28 20:00:00,owls head,ny,us,circle,600.0,2013,09,28,20,20,600.0
3120,78340.0,2013-09-28 21:00:00,niagara falls,ny,us,circle,60.0,2013,09,28,21,21,60.0
3130,78548.0,2013-09-29 02:30:00,tonawanda,ny,us,triangle,120.0,2013,09,29,2,2,120.0
3131,78557.0,2013-09-29 19:00:00,catskill,ny,us,light,300.0,2013,09,29,19,19,300.0
3132,78561.0,2013-09-29 20:00:00,east nassau,ny,us,flash,3600.0,2013,09,29,20,20,3600.0
3140,78826.0,2013-09-30 00:10:00,staten island,ny,,formation,420.0,2013,09,30,0,0,420.0
3141,78827.0,2013-09-30 03:30:00,keeseville,ny,us,changing,3600.0,2013,09,30,3,3,3600.0
59,975.0,2013-10-01 19:20:00,webster,ny,us,sphere,1800.0,2013,10,01,19,19,1800.0
60,982.0,2013-10-01 22:45:00,middle island (long island),ny,us,fireball,1200.0,2013,10,01,22,22,1200.0
171,3763.0,2013-10-02 22:00:00,caledonia,ny,us,triangle,5.0,2013,10,02,22,22,5.0
264,6413.0,2013-10-04 23:55:00,new york city (bronx),ny,us,teardrop,120.0,2013,10,04,23,23,120.0
273,6593.0,2013-10-05 00:40:00,staten island,ny,,circle,2.0,2013,10,05,0,0,2.0
274,6594.0,2013-10-05 01:00:00,altamont,ny,us,light,420.0,2013,10,05,1,1,420.0
310,7391.0,2013-10-09 19:00:00,new york city (bronx),ny,us,light,600.0,2013,10,09,19,19,600.0
33,471.0,2013-10-11 21:00:00,fayetteville,ny,us,chevron,90.0,2013,10,11,21,21,90.0
67,1187.0,2013-10-12 04:30:00,cambridge,ny,us,light,7200.0,2013,10,12,4,4,7200.0
68,1190.0,2013-10-12 13:00:00,owego,ny,us,disk,120.0,2013,10,12,13,13,120.0
75,1454.0,2013-10-13 19:00:00,irondequoit,ny,us,fireball,600.0,2013,10,13,19,19,600.0
76,1474.0,2013-10-13 22:55:00,new york city (brooklyn),ny,us,sphere,420.0,2013,10,13,22,22,420.0
151,3384.0,2013-10-20 19:00:00,germantown,ny,us,light,900.0,2013,10,20,19,19,900.0
179,3956.0,2013-10-22 06:00:00,albany,ny,us,disk,30.0,2013,10,22,6,6,30.0
189,4413.0,2013-10-24 20:00:00,plainview,ny,us,triangle,3600.0,2013,10,24,20,20,3600.0
363,8602.0,2013-11-01 21:00:00,ravena,ny,us,fireball,60.0,2013,11,01,21,21,60.0
364,8605.0,2013-11-01 22:00:00,new paltz,ny,us,circle,300.0,2013,11,01,22,22,300.0
560,14271.0,2013-11-03 19:00:00,palmyra,ny,us,light,14400.0,2013,11,03,19,19,14400.0
566,14616.0,2013-11-04 21:50:00,niskayuna,ny,us,other,120.0,2013,11,04,21,21,120.0
637,16604.0,2013-11-09 18:00:00,farmingdale,ny,us,fireball,600.0,2013,11,09,18,18,600.0
384,9033.0,2013-11-13 19:15:00,mcgraw,ny,us,fireball,600.0,2013,11,13,19,19,600.0
416,9670.0,2013-11-15 17:30:00,lisbon,ny,us,light,10.0,2013,11,15,17,17,10.0
417,9683.0,2013-11-15 22:30:00,syosset,ny,us,unknown,1020.0,2013,11,15,22,22,1020.0
429,10065.0,2013-11-16 19:30:00,waterville,ny,us,unknown,600.0,2013,11,16,19,19,600.0
490,11863.0,2013-11-21 06:25:00,lockport,ny,us,fireball,600.0,2013,11,21,6,6,600.0
521,12846.0,2013-11-24 19:00:00,caledonia,ny,us,triangle,900.0,2013,11,24,19,19,900.0
529,13159.0,2013-11-26 01:00:00,copake,ny,us,light,3600.0,2013,11,26,1,1,3600.0
538,13571.0,2013-11-28 18:52:00,gardiner,ny,us,fireball,180.0,2013,11,28,18,18,180.0
545,13913.0,2013-11-30 21:10:00,sag harbor,ny,us,fireball,180.0,2013,11,30,21,21,180.0
834,23102.0,2013-12-06 22:30:00,kingston,ny,us,light,300.0,2013,12,06,22,22,300.0
679,18020.0,2013-12-13 16:00:00,pleasantville,ny,us,diamond,300.0,2013,12,13,16,16,300.0
782,21407.0,2013-12-30 19:00:00,albany (near),ny,us,triangle,60.0,2013,12,30,19,19,60.0
787,21776.0,2013-12-31 20:40:00,westport/wadhams,ny,,light,240.0,2013,12,31,20,20,240.0
478,11431.0,2014-01-01 00:12:00,baldwin,ny,us,fireball,240.0,2014,01,01,0,0,240.0
876,24625.0,2014-01-04 11:00:00,new york city (brooklyn),ny,us,light,20.0,2014,01,04,11,11,20.0
877,24643.0,2014-01-04 22:30:00,new york city (queens; flushing),ny,us,oval,120.0,2014,01,04,22,22,120.0
365,8627.0,2014-01-11 22:25:00,new york city (queens),ny,us,light,60.0,2014,01,11,22,22,60.0
499,12235.0,2014-01-12 00:05:00,northport,ny,us,diamond,30.0,2014,01,12,0,0,30.0
500,12250.0,2014-01-12 19:30:00,rochester,ny,us,light,120.0,2014,01,12,19,19,120.0
596,15507.0,2014-01-16 18:40:00,corinth,ny,us,light,300.0,2014,01,16,18,18,300.0
667,17642.0,2014-01-21 22:30:00,hampton bays,ny,us,light,900.0,2014,01,21,22,22,900.0
814,22468.0,2014-01-24 22:05:00,levittown,ny,us,unknown,20.0,2014,01,24,22,22,20.0
855,24002.0,2014-01-29 20:00:00,schenectady,ny,us,triangle,900.0,2014,01,29,20,20,900.0
916,26020.0,2014-02-01 20:00:00,new york city (brooklyn),ny,us,circle,8.0,2014,02,01,20,20,8.0
1069,29702.0,2014-02-06 17:17:00,new paltz,ny,us,changing,15.0,2014,02,06,17,17,15.0
1070,29707.0,2014-02-06 21:00:00,new york city (queens),ny,us,circle,300.0,2014,02,06,21,21,300.0
1073,29832.0,2014-02-07 18:30:00,harriman,ny,us,fireball,2.0,2014,02,07,18,18,2.0
1074,29838.0,2014-02-07 20:55:00,rochester,ny,us,light,120.0,2014,02,07,20,20,120.0
1082,30001.0,2014-02-08 18:10:00,new york city (brooklyn),ny,us,sphere,10.0,2014,02,08,18,18,10.0
1083,30010.0,2014-02-08 21:30:00,flushing,ny,us,cylinder,240.0,2014,02,08,21,21,240.0
1084,30013.0,2014-02-08 22:30:00,new york city (queens),ny,us,circle,300.0,2014,02,08,22,22,300.0
1089,30155.0,2014-02-09 01:05:00,bethel,ny,us,diamond,300.0,2014,02,09,1,1,300.0
912,25652.0,2014-02-10 18:20:00,poughquag,ny,us,diamond,120.0,2014,02,10,18,18,120.0
980,27785.0,2014-02-21 22:30:00,glenwood,ny,us,formation,60.0,2014,02,21,22,22,60.0
1001,28122.0,2014-02-22 00:23:00,hopewell junction,ny,us,circle,60.0,2014,02,22,0,0,60.0
1002,28154.0,2014-02-22 23:00:00,new york city (bronx),ny,us,light,15.0,2014,02,22,23,23,15.0
1009,28306.0,2014-02-23 19:32:00,olean,ny,us,triangle,120.0,2014,02,23,19,19,120.0
1010,28312.0,2014-02-23 20:43:00,ballston spa,ny,us,fireball,60.0,2014,02,23,20,20,60.0
1011,28315.0,2014-02-23 21:00:00,latham,ny,us,circle,3.0,2014,02,23,21,21,3.0
1012,28316.0,2014-02-23 21:00:00,levittown,ny,us,fireball,2.0,2014,02,23,21,21,2.0
1041,28912.0,2014-02-27 21:33:00,attica,ny,us,circle,300.0,2014,02,27,21,21,300.0
1047,29057.0,2014-02-28 09:30:00,rochester,ny,us,light,5.0,2014,02,28,9,9,5.0
1048,29061.0,2014-02-28 18:00:00,schenectady,ny,us,changing,300.0,2014,02,28,18,18,300.0
1049,29064.0,2014-02-28 21:30:00,canandaigua,ny,us,teardrop,5.0,2014,02,28,21,21,5.0
1118,30804.0,2014-03-01 21:30:00,patchogue,ny,us,light,600.0,2014,03,01,21,21,600.0
1195,32947.0,2014-03-02 01:30:00,middlesex,ny,us,teardrop,1800.0,2014,03,02,1,1,1800.0
1277,35261.0,2014-03-07 00:20:00,kingston,ny,us,fireball,120.0,2014,03,07,0,0,120.0
1288,35605.0,2014-03-09 20:45:00,commack,ny,us,fireball,240.0,2014,03,09,20,20,240.0
1104,30534.0,2014-03-11 04:02:00,guilderland,ny,us,light,20.0,2014,03,11,4,4,20.0
1105,30537.0,2014-03-11 11:00:00,new york city (brooklyn),ny,us,cylinder,300.0,2014,03,11,11,11,300.0
1142,31443.0,2014-03-14 22:00:00,rochester,ny,us,unknown,300.0,2014,03,14,22,22,300.0
1186,32646.0,2014-03-20 21:00:00,lockwood,ny,us,,120.0,2014,03,20,21,21,120.0
1191,32802.0,2014-03-21 21:00:00,shirley,ny,us,chevron,180.0,2014,03,21,21,21,180.0
1217,33536.0,2014-03-25 01:00:00,wallkill,ny,us,oval,120.0,2014,03,25,1,1,120.0
1226,33813.0,2014-03-27 05:20:00,homer,ny,us,disk,15.0,2014,03,27,5,5,15.0
1248,34438.0,2014-03-31 04:00:00,binghamton,ny,us,chevron,600.0,2014,03,31,4,4,600.0
1249,34449.0,2014-03-31 21:25:00,new york city,ny,us,light,240.0,2014,03,31,21,21,240.0
1308,36230.0,2014-04-01 08:45:00,centralia,ny,us,other,60.0,2014,04,01,8,8,60.0
1309,36240.0,2014-04-01 22:00:00,auburn,ny,us,triangle,900.0,2014,04,01,22,22,900.0
1385,38390.0,2014-04-02 00:00:00,westmoreland,ny,us,disk,120.0,2014,04,02,0,0,120.0
1386,38397.0,2014-04-02 18:30:00,saugerties,ny,us,circle,600.0,2014,04,02,18,18,600.0
1439,40105.0,2014-04-03 20:15:00,pine bush,ny,us,unknown,60.0,2014,04,03,20,20,60.0
1447,40614.0,2014-04-06 13:15:00,cornwallville,ny,us,cigar,8.0,2014,04,06,13,13,8.0
1299,35965.0,2014-04-11 20:00:00,rochester (?),ny,us,light,600.0,2014,04,11,20,20,600.0
1350,37516.0,2014-04-17 23:30:00,vestal,ny,us,light,900.0,2014,04,17,23,23,900.0
1371,38061.0,2014-04-20 20:35:00,pearl river,ny,us,fireball,300.0,2014,04,20,20,20,300.0
1392,38580.0,2014-04-22 20:50:00,cocoa beach,ny,,fireball,180.0,2014,04,22,20,20,180.0
1434,39796.0,2014-04-29 05:00:00,lysander,ny,us,light,3600.0,2014,04,29,5,5,3600.0
1646,45838.0,2014-05-05 23:04:00,west seneca,ny,,circle,10.0,2014,05,05,23,23,10.0
